name,line
JAKE, I'm a vessel for the universe.
AMY, Wow. The chairs look amazing. I can't believe you two aren't my biggest problem today.
HITCHCOCK, We're not? Who is?
HOLT, My arch. Isn't she beautiful?
SCULLY," I got eye-rolled to, not about!"
HOLT," While Pimento stares at Rosa, we'll all be staring at her."
AMY," Yes, we will."
HOLT," She's truly breathtaking. There's a double meaning to that. The breath that it takes to inflate all those balloons. Of course I used the hand pump, but the bon mot still works."
AMY," Oh, no! What's happening? Someone tell me what's happening."
TERRY, I got some more bad news.
AMY, Oh.
TERRY," Oh, wow. That thing's huge. Didn't Rosa want things to be classy? I mean, she's getting married, not finishing a marathon."
HOLT," So says the hair guy. Stay in your lane, bucko. Right, Santiago?"
AMY," The arch sucks! I'm sorry. I didn't want to say anything because you're my boss and you were so excited, but the truth is every time I look at it I wanna die and take you with me."
HOLT," Well, I wish you'd said something before I spent all day making it. Of course, you didn't want to ""burst my bubble"". Pun intended. And then you did."
TERRY, Forget the arch! Charles didn't sober up Rosa. She got him drunk!
AMY," Oh, no. How drunk is he?"
TERRY," Remember the night they cancelled ""Bunheads""?"
AMY, We're ruined.
TERRY, It's fine. I'll handle it. You got your hands full.
AMY, Yeah.
TERRY," This is just 18 shots of espresso. It got me through the first three months of having twins, but I imagine it'll sober you up too."
CHARLES," Aww, he's taking care of you. Such a good father."
ROSA," Ugh, I miss my father. I used to be daddy's little girl, but we never talk anymore."
TERRY, You don't?
ROSA," That's what happens. You grow up, your bond with your dad goes (She blows raspberries followed by Charles doing the same)"
TERRY," No, it doesn't always happen. All right, not to special daddies who put the time in. You know, read them stories, do their little pigtails."
ROSA," Really, Sarge? Who do you think used to do my pigtails?"
TERRY, Why can't they stay babies forever?
ROSA, Berlini!
CHARLES, Bellini!
TERRY, Bellini!
JAKE," Okay, this is very scary, but it's okay, because you're a trained pilot."
PIMENTO," No, I'm not. I'm self-taught."
JAKE, What?
PIMENTO," Oh, yeah. You can learn anything online. Ooh, you should see me do origami."
GINA," Oh, do you know how to do a frog?"
PIMENTO," Oh, no!"
GINA, Can you do a swan?
PIMENTO, No.
GINA, Can you do a crane?
PIMENTO, What's a crane?
GINA," Okay, he does not know how to fly a plane."
AMY," All right, food is ready, decorations are set, guests should start arriving any moment, and the chairs are still perfection."
SCULLY," She said they're perfection. I'm so proud of you, buddy."
HITCHCOCK, It was you. You made this happen.
AMY, All right! Let's show Rosa what we got. Wait. Where is Rosa?
ROSA, Narc.
TERRY, And that's why you shouldn't drink.
CHARLES, Being drunk sounds terrible.
ROSA," Hello, Amy, I didn't see you there. How did the wedding go?"
AMY," Terry! What the hell, man? You said you were gonna sober them up."
TERRY, It was her fault. My girls are never gonna grow up and lose their virginity.
CHARLES, I lost my V-card to the woman that refilled Nana's oxygen tanks.
CHARLES, Her hands were so strong from turning the nozzles.
AMY, This is a room of nightmares.
HOLT, You're the nightmare.
HOLT," You made me kill my balloon baby. Look at me. So drunk, I'm alliterating like a beatnik."
AMY," Okay, everybody outside now!"
AMY, Just know that you brought this on yourselves.
CHARLES," Wait, wait, wait, wait, wait, wait, wait! Can't we just go to sleep for a winker?"
AMY," We're way past winkers. Scully, Hitchcock, bring the frost."
AMY," Nice job, you two."
HITCHCOCK, We are nailing it today!
JAKE," Hey! We're back. Pimento's got the earrings, guests are arriving- (Jake turns to Terry, Charles, Holt and Rosa) What the hell are you doing?"
AMY," Sobering these clowns up. All right, everyone go get dressed."
JAKE, You would not believe the day I've had.
AMY," You and me both, sister. Rosa got drunk, and then every time I sent someone in to help her, she got them drunk too! It's like she was trying to tank this thing."
JAKE," Yeah, well, Pimento called off the wedding three times because of the universe. If I didn't know them any better, I'd think they don't even wanna get married."
JAKE AND AMY, They don't wanna get married!
JAKE," Okay, so it seems like they don't wanna get married. But is it even our place to say something? No, right?"
AMY," Right? It's their decision, even if it's a bad one. They could always get divorced."
JAKE," People love getting divorced! My parents got divorced, and all it did was scar our family for years and years."
AMY, We have to say something.
JAKE, Yeah.
HOLT, I suppose I can see how a balloon arch might've been a little too much.
TERRY," Oh, yeah, for sure."
HOLT," No, you're supposed to say, ""This wedding looks like garbage""."
TERRY, This wedding looks like garbage.
HOLT," No, no. As long as the bride's happy."
JAKE," Hey there, everyone. Great wedding so far, right? Uh, next up, we're gonna take a quick break, which happens at every wedding, but in the meantime, how about a little entertainment? Boyle? You got your devil sticks?"
CHARLES, Always.
JAKE," Hey, Adrian."
PIMENTO, Yeah.
JAKE, We gotta talk.
PIMENTO, Really? Right now? I'm working on my vows. Hey! (He snaps his fingers) What rhymes with juicy heinie?
JAKE, Nothing. Nothing rhymes with that. I would cut that line.
PIMENTO, But that's all I have.
JAKE," Forget it. The thing I wanna say is, maybe the universe wasn't telling you stuff today. Maybe you were telling yourself something."
PIMENTO, Telling myself what?
GINA," Yeah, tell himself what?"
JAKE, What are you doing here?
GINA, I'm a part of this journey. Don't you dare try to cut me out.
AMY," Wow, you look beautiful."
ROSA," Thanks, Amy. I'm super nervous. Kinda wish I was still drunk."
AMY, Yeah. About that I think we should talk.
ROSA, Why? Are you packing a Bellini?
JAKE," Look, I spent the whole day denying the fact that there were signs, but I was wrong. They were actually there."
PIMENTO," So far, duh."
JAKE, The fact that you kept cancelling your own wedding that was the real sign.
GINA," Whoa! You took the situation, and you flippity-flopped it."
AMY," I don't think it was an accident that you got drunk, or that you got everyone else drunk."
ROSA, What? You think I'm trying to sabotage my own wedding?
AMY, I don't know. Were you?
ROSA," Maybe I was. I don't know, something just doesn't feel right. Oh, man, I gotta talk to Adrian."
PIMENTO," I was my own sign the whole time? Wow, that's a real M. Night Shyamalan twist the- oh! ""Signs""!"
PIMENTO," Wait, do you think he's behind all of this?"
JAKE, I do not.
PIMENTO," I should go talk to Rosa. Thanks, Jake. He walks off."
GINA," Jake, you done good, kid. Glad I took you along for the ride. (She walks off)"
CHARLES," Hup, hup, hup, hup, hup!"
JAKE," All right, give it up for Charles."
CHARLES," No, give it up for the devil sticks. They're the real heroes here."
JAKE," No, they are not. No one thinks that. All right, I'm not sure how much time we have, but anybody know a joke?"
HITCHCOCK," Oh, I do! Two Jews walk into a-"
JAKE," No! Sit down! No, definitely not. Oh! "
PIMENTO," All right, we have an announcement to make."
ROSA, We're not getting married.
ALL, Aww!
ROSA," You can shove those ""awws"" up your butts."
PIMENTO," Yeah, or I'll come out there, and I'll do it for ya!"
JAKE, What an interesting event.
ROSA," I just feel like we were rushing things. We love each other, but we haven't even really spent that much time together. We've never even been on a real date, so we're gonna start there."
PIMENTO, Shut up! Thank you for the presents. We're keeping them.
ROSA, All of them.
PIMENTO," Yeah, if you got a problem with it, come talk to us in the parking lot."
ROSA," Also, in just 14 hours Amy put together the most amazing non-wedding wedding in history."
AMY," Better than ""Sleepless in Seattle""."
PIMENTO, Nope. That is also Nora Ephron. Kill yourself.
JAKE, Don't take it personally.
ROSA," Anyway, we can't let all this go to waste. Everybody, clear these chairs out of here, and let's get this party started."
HITCHCOCK," No, not the chairs!"
SCULLY," Don't touch the chairs, you monsters!"
HOLT, Yeah?
ROSA," Oh, I just wanted to thank you for all your help yesterday."
HOLT, I didn't do much. It was nothing. Good day.
ROSA, What's going on?
HOLT, I'm just very busy. Get back to work.
ROSA, Wait. What do you have in there? 
HOLT, A balloon arch.
ROSA," Oh, my God, Captain. She is magnificent."
HOLT, Vindication!
JAKE," Hey there, Boyle. How was your weekend?"
CHARLES," Well, actually I got a little sick."
JAKE," Oh, really? I'm sorry to hear that, man."
CHARLES," Yeah, ""Bullets over Broadway"" was on TV. And I came down with a big ol' Dianne Wiest infection."
CHARLES," Like ""yeast""."
HOLT, So I'll coordinate with the transit cops while you follow up with the DA's office.
HOLT," Uh, can I help you, Captain Stentley?"
HOLT, I did not.
JAKE, No.
JAKE, Why? What's in the backpack?
HOLT," Oh, yeah, he's a big-time supplier, consolidated half the territory in Brooklyn."
JAKE, And you think that the cell phone might have Intel that could lead us to Flaco.
JAKE, I'd say it's a very-
JAKE," Okay, um, no biggie."
JAKE," Nope, very common police expression."
JAKE," This is our chance. If C.J. can't find that evidence, he could be fired. This could be our way back onto the day shift."
JAKE, Come on and party tonight. Wow! It's actually a really catchy song.
HOLT, There's nothing to celebrate. Captain Stentley is going to find that evidence because we're gonna help him.
JAKE," What? No, this is our chance to undermine him. Come on and party tonight."
HOLT," Peralta, we're police officers. We have a duty to protect this city. We took an oath, a sacred oath. What if those drugs end up on the street or a dangerous criminal is set free because of missing evidence?"
JAKE," Okay, you know, you're trying to say it's whatever because you just..."
HOLT, You're fumfering.
JAKE," Of course I'm fumfering. Fine, we'll find the bag. Come on and party tonight. Damn it."
TERRY," Hey, guys, department has a new green initiative. We have to reduce energy usage by 15%. That means no more laminating, Santiago."
AMY," Oh, that's fine. It's not the thing that gives me the most pleasure in life. Interacting with other people, that's what gets me going."
TERRY," Scully, Hitchcock, lose the chocolate fountain."
SCULLY, What are we supposed to dip our strawberries in? Our nacho cheese fountain? That's crazy.
HITCHCOCK, Unless.s
HITCHCOCK," Sarge, you beautiful bastard."
TERRY, Get rid of 'em.
TERRY," And, Gina, you can't run that space heater 24/7 anymore."
GINA," Space heater? Excuse me, this is a Fornax Radiant Comfort System, and her name is Jacinta."
TERRY," Okay, well, Jacinta's gotta go."
GINA," He didn't mean that, darling."
TERRY," Seriously, turn off the space heater."
GINA, No.
TERRY," Do it, now. That's an order."
GINA," Yeah, well, you don't wanna start a battle of the wills with Gina Linetti because you will emerge from that battle a broken man. Not to brag, but I was name-checked in my kindergarten teacher's suicide note."
TERRY," Oh, my God."
HOLT, Any luck finding the missing backpack?
JAKE," No, but I did find C.J.'s wallet, badge, and gun on top of the toilet paper dispenser. I'm assuming he doesn't know they're missing."
HOLT, Mm.
JAKE," Why are you helping this guy, sir? He's the opposite of everything you stand for. His favorite expression is ""that's gonna leave a mark."" And he doesn't even use it right."
JAKE, What?
HOLT," Well, he's not our best, but I won't be part of any sneaky subterfuge designed to undermine him."
JAKE," You think you're so great just 'cause you always do what's good and right. Well, I've got news for you:"
JAKE, Ya boring.
HOLT," You know who else was called ""boring""? Andreas Marggraf. And you know what he did?"
